id,name(EN),name(KR),producer,nation,local,varieties,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml,in stock(재고수량),Vivino 평점,한줄요약,참고사항,상세설명,테이스팅 노트,페어링 정보,occasion,Occasion_Tags,Occasion_Struct,sample_group
ta049,"Sensi, Mantello Sangiovese Syrah",Sensi Sensi vini Sangiovese Colorino Merlot Toscana 2010,Sensi Sensi vini,Italy,Toscana ,Sangiovese Colorino Merlot,Red,Table,13.5,16~18,1,4,4,4,110000,2010,750,5,,"와인 모임에 들고가기 좋은 Sangiovese Colorino Merlot 레드. 끈끈한 느낌의 질감에 입술이 오므라드는 여운, 음식과함께에 편하게.",KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Sensi Sensi vini Sangiovese Colorino Merlot Toscana 2010는 안티노리 감성을 담은 고기랑 어울리는입니다. 2010 빈티지, 13.5 도수, 750ml.

전체 톤은 점성이 강한와 짜릿한 맛의 균형. 타닌은 쿰쿰한 맛이 느껴지는, 단맛은 향기가 좋은 쪽으로 읽힙니다. — 와인다운 무드로 이해하면 좋아요.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","전체 톤은 점성이 강한와 짜릿한 맛의 균형. 타닌은 쿰쿰한 맛이 느껴지는, 단맛은 향기가 좋은 쪽으로 읽힙니다. — 와인다운 무드로 이해하면 좋아요.","양갈비(토마토 라구), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta050,"Concha y Toro, Trio Reserva Cabernet-Sauvignon",Concha y Toro Cabernet-Sauvignon Syrah Maipo Valley 2017,Concha y Toro,Chile,Maipo Valley ,Cabernet-Sauvignon Syrah&Shiraz Cabernet-Franc,Red,Table,14~15,16~18,1,3,3,3,40000,2017,750,5,,메인음식과 함께 먹는 자리에서 빛나는 Cabernet-Sauvignon Syrah 레드. 쓴맛은 정돈되고 잼같은 느낌는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Concha y Toro Cabernet-Sauvignon Syrah Maipo Valley 2017는 콘차이토로 감성을 담은 무난한 선물용입니다. 2017 빈티지, 14~15 도수, 750ml.

산미가 조금 있는가 입맛을 깨우고, 잼같은 느낌는 담백하게 이어집니다. 입안이 까끌까끌한은 거칠지 않고 음료수같은 와인 느낌은 은근해요. 특히 메인 상황에 잘 어울립니다.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","산미가 조금 있는가 입맛을 깨우고, 잼같은 느낌는 담백하게 이어집니다. 입안이 까끌까끌한은 거칠지 않고 음료수같은 와인 느낌은 은근해요. 특히 메인 상황에 잘 어울립니다.","햄·살라미(그릴), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta051,Langmeil Jackaman's Cabernet-Sauvignon,Langmeil Winery Cabernet-Sauvignon South Australia Barossa Valley 2012,Langmeil Winery,Australia,South Australia Barossa Valley,Cabernet-Sauvignon  ,Red,Table,14.5,17~19,1,4,5,5,240000,2012,750,5,,중심 자리에서 빛나는 카베르네 소비뇽 레드. 찌꺼기가 있는은 정돈되고 위스키 느낌의는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"스파이시한 생산자의 와인다운 와인 Langmeil Winery Cabernet-Sauvignon South Australia Barossa Valley 2012. 2012 빈티지, 도수 14.5, 750ml.

입안에서는 눅진한/침샘이 자극되는가 중심을 잡고, 마무리는 입안이 마르는듯한이 정돈합니다.
균형에 두면 실패 확률이 낮아요. (데일리·대화용)","끈기가 아주 많은 텍스처 위에 탄산음료같은가 살아 있고, 마무리는 입안이 마르는듯한이 정돈합니다. 단맛이 조금 나는 뉘앙스는 과하지 않아요. — 작업주 무드로 이해하면 좋아요.","스테이크(훈제), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta052,Romito del Romitorio Sant'antimo Rosso,Castello Romitorio 산지오베제 Toscana Montalcino 2014,Castello Romitorio,Italy,Toscana Montalcino,Sangiovese  ,Red,Table,14~15,16~18,1,3,4,4,100000,2014,750,5,,고급 와인 선택지로 좋은 Sangiovese 레드. 쌉싸름한 맛/무게감이 느껴지는 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Castello Romitorio 산지오베제 Toscana Montalcino 2014는 고기랑 어울리는 카테고리에서 결혼 선물로 적당한 선택지로 좋은 편입니다. 2014 빈티지, 14~15 도수, 750ml.

산미가 조금 있는가 입맛을 깨우고, 무게감이 느껴지는는 담백하게 이어집니다. 입술이 오므라드는은 거칠지 않고 단맛이 조금 나는 느낌은 은근해요. 그리고 와인다운 쪽으로 즐기기 좋아요.
데일리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","산미가 조금 있는가 입맛을 깨우고, 무게감이 느껴지는는 담백하게 이어집니다. 입술이 오므라드는은 거칠지 않고 단맛이 조금 나는 느낌은 은근해요. 그리고 와인다운 쪽으로 즐기기 좋아요.","양갈비(토마토 라구), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta053,Star Lane Cabernet-Sauvignon,Star Lane Vineyard Cabernet-Sauvignon California Santa Barbara County 2015,Star Lane Vineyard,USA,California Santa Barbara County,Cabernet-Sauvignon  ,Red,Table,14~15,17~19,1,3,5,4,220000,2015,750,5,,오늘은 실속형 레드. 위스키 느낌의 중심으로 가고 매케한 느낌은 과하지 않아요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Star Lane Vineyard Cabernet-Sauvignon California Santa Barbara County 2015는 감칠맛나는 와인에서 온 무난한 선물용 스타일입니다. 2015 빈티지 기준 14~15 도수, 750ml 구성.

키워드로 보면 첫 인상은 새콤한 맛가 또렷하고, 텍스처는 끈기가 아주 많은로 느껴집니다. 피니시는 입술이 오므라드는, 단맛은 밋밋한 와인 쪽으로 해석할 수 있어요. — 식욕을 증진시키는 무드로 이해하면 좋아요.
추천 상황은 데일리·대화용 쪽이에요.","첫 인상은 새콤한 맛가 또렷하고, 텍스처는 끈기가 아주 많은로 느껴집니다. 피니시는 입술이 오므라드는, 단맛은 밋밋한 와인 쪽으로 해석할 수 있어요. — 식욕을 증진시키는 무드로 이해하면 좋아요.","양갈비(트러플), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta054,La Demoiselle de by,Domaine Rollan de By Merlot Cabernet-Sauvignon Bordeaux Medoc 2010,Domaine Rollan de By,France,Bordeaux Medoc,Merlot Cabernet-Sauvignon ,Red,Table,14~15,16~18,1,3,3,3,38000,2010,750,5,,카베르네소비뇽 무드의 Merlot Cabernet-Sauvignon 레드 — 씁쓸한 결이 살아 있고 졸인듯한 느낌의가 탄탄해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Domaine Rollan de By Merlot Cabernet-Sauvignon Bordeaux Medoc 2010는 5대샤또 감성을 담은 탄닌이 있는입니다. 2010 빈티지, 14~15 도수, 750ml.

향에서는 음료수같은 와인 인상이 먼저 오고, 입안에서는 입에 침이 고이는 정도가 균형을 잡습니다. 질감은 막걸리같은, 여운은 씁쓸한 쪽으로 정리돼요. 그리고 작업주 쪽으로 즐기기 좋아요.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","향에서는 음료수같은 와인 인상이 먼저 오고, 입안에서는 입에 침이 고이는 정도가 균형을 잡습니다. 질감은 막걸리같은, 여운은 씁쓸한 쪽으로 정리돼요. 그리고 작업주 쪽으로 즐기기 좋아요.","치킨 스테이크(훈제), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta055,"Concha y Toro, Casillero del Diablo Sauvignon-blanc",Concha y Toro Sauvignon-blanc Central Valley 2019,Concha y Toro,Chile,Central Valley ,Sauvignon-blanc  ,White,Table,13.5,8~10,1,4,2,1,12800,2019,750,5,,마이포밸리 스타일 Sauvignon-blanc 화이트 — 침샘이 자극되는가 또렷하고 마시기 적당한가 깔끔해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"까르미네르의 떫지 않은 와인 Concha y Toro Sauvignon-blanc Central Valley 2019 (2019). 도수 13.5, 750ml.

향에서는 밋밋한 와인 인상이 먼저 오고, 입안에서는 침샘이 자극되는가 균형을 잡습니다. 질감은 마시기 적당한, 여운은 둥글둥글한 쪽으로 정리돼요. — 해산물과 잘어울리는 무드로 이해하면 좋아요.
음식과함께 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","향에서는 밋밋한 와인 인상이 먼저 오고, 입안에서는 침샘이 자극되는가 균형을 잡습니다. 질감은 마시기 적당한, 여운은 둥글둥글한 쪽으로 정리돼요. — 해산물과 잘어울리는 무드로 이해하면 좋아요.","새우/조개, 샐러드, 치즈 플래터",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta056,"Autoritas, Carmenere",Autoritas 까르메네르 Rapel Valley Colchagua Valley 2013,Autoritas,Chile,Rapel Valley Colchagua Valley,Carmenere  ,Red,Table,13,17~18,1,3,3,3,20000,2013,750,5,,"무난한 와인 Carmenere 레드. 잼같은 느낌 질감에 입안이 까끌까끌한 여운, 식욕을 증진시키는에 편하게.",KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"콘차이토로의 무난한 선물용 와인 Autoritas 까르메네르 Rapel Valley Colchagua Valley 2013 (2013). 도수 13, 750ml.

첫 인상은 입안이 개운한가 또렷하고, 텍스처는 걸쭉한 맛로 느껴집니다. 피니시는 쌍화탕같은 맛의, 단맛은 순한 맛 쪽으로 해석할 수 있어요. — 작업주 무드로 이해하면 좋아요.
식사떄 마시는 와인 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","첫 인상은 입안이 개운한가 또렷하고, 텍스처는 걸쭉한 맛로 느껴집니다. 피니시는 쌍화탕같은 맛의, 단맛은 순한 맛 쪽으로 해석할 수 있어요. — 작업주 무드로 이해하면 좋아요.","미트볼(트러플), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta057,"Ceretto, Piana Barbera d'Alba",Ceretto Barbera Piemonte Alba 2011,Ceretto,Italy,Piemonte Alba,Barbera  ,Red,Table,14.5~23,17~27,1,4,3,3,79000,2011,750,5,,균형 자리에서 빛나는 Barbera 레드. 쓴맛은 정돈되고 막걸리같은는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Ceretto Barbera Piemonte Alba 2011는 고기랑 어울리는 카테고리에서 데이트때 마시기 좋은 선택지로 좋은 편입니다. 2011 빈티지, 14.5~23 도수, 750ml.

첫 인상은 입안이 얼얼한가 또렷하고, 텍스처는 걸쭉한 맛로 느껴집니다. 피니시는 쓴맛, 단맛은 밋밋한 와인 쪽으로 해석할 수 있어요. 특히 글라스 와인 용 상황에 잘 어울립니다.
데일리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","첫 인상은 입안이 얼얼한가 또렷하고, 텍스처는 걸쭉한 맛로 느껴집니다. 피니시는 쓴맛, 단맛은 밋밋한 와인 쪽으로 해석할 수 있어요. 특히 글라스 와인 용 상황에 잘 어울립니다.","피자(트러플), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta058,"Gianni Masciarelli, Montepulciano d'Abruzzo",Giani Masciarelli Montepulciano Abruzzo 2010,Giani Masciarelli,Italy,Abruzzo ,Montepulciano  ,Red,Table,13,16~18,1,3,4,4,54000,2010,750,5,,"데이트때 마시기 좋은 Montepulciano 레드. 무게감이 느껴지는 질감에 달콤쌉쌀한 여운, 많이 비싸지 않은에 편하게.",KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Giani Masciarelli Montepulciano Abruzzo 2010는 무난한 선물용 카테고리에서 가격이 부담스럽지 않은 와인 선택지로 좋은 편입니다. 2010 빈티지, 13 도수, 750ml.

입안이 개운한가 입맛을 깨우고, 무게감이 느껴지는는 담백하게 이어집니다. 쌉싸름한 맛은 거칠지 않고 향기가 좋은 느낌은 은근해요. 그리고 메인 쪽으로 즐기기 좋아요.
데일리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","입안이 개운한가 입맛을 깨우고, 무게감이 느껴지는는 담백하게 이어집니다. 쌉싸름한 맛은 거칠지 않고 향기가 좋은 느낌은 은근해요. 그리고 메인 쪽으로 즐기기 좋아요.","로스트 비프(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta059,"Cave de Tain l'Hermitage, Cornas",Cave de Tain lHermitage Blend Rhone Cornas 2001,Cave de Tain lHermitage,France,Rhone Cornas,Blend  ,Red,Table,13~14,8~10,1,4,4,4,59000,2001,750,5,,균형 자리에서 빛나는 Blend 레드. 쌉싸름한 맛은 정돈되고 끈끈한 느낌의는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"5대샤또의 작업주 와인 Cave de Tain lHermitage Blend Rhone Cornas 2001 (2001). 도수 13~14, 750ml.

끈끈한 느낌의 텍스처 위에 탄산음료같은가 살아 있고, 마무리는 달콤쌉쌀한이 정돈합니다. 음료수같은 와인 뉘앙스는 과하지 않아요. 그리고 와인다운 쪽으로 즐기기 좋아요.
중심 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","끈끈한 느낌의 텍스처 위에 탄산음료같은가 살아 있고, 마무리는 달콤쌉쌀한이 정돈합니다. 음료수같은 와인 뉘앙스는 과하지 않아요. 그리고 와인다운 쪽으로 즐기기 좋아요.","스테이크(훈제), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta060,"Scagliola, Frem Barbera d'Asti",Scagliola Azienda Agricola Barbera Piemonte Asti 2015,Scagliola Azienda Agricola,Italy,Piemonte Asti,Barbera  ,Red,Table,13~14,10~12,1,4,3,2,28000,2015,750,5,,가성비 와인 선택지로 좋은 Barbera 레드. 혀가 아리는 느낌/막걸리같은 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"선물용 와인 생산자의 고기랑 어울리는 와인 Scagliola Azienda Agricola Barbera Piemonte Asti 2015. 2015 빈티지, 도수 13~14, 750ml.

입안에서는 잼같은 느낌/침샘이 자극되는가 중심을 잡고, 마무리는 무난한 느낌이 정돈합니다.
식욕을 증진시키는에 두면 실패 확률이 낮아요. (데일리·대화용)","첫 인상은 입안이 얼얼한가 또렷하고, 텍스처는 농익은로 느껴집니다. 피니시는 무난한 느낌, 단맛은 음료수같은 와인 쪽으로 해석할 수 있어요. — 무난한 선물용 무드로 이해하면 좋아요.","미트볼(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta061,"Robert Hall, Cabernet-Sauvignon",Robert Hall Cabernet-Sauvignon Cabernet-Franc Petite Sirah California San Luis Obispo County 2018,Robert Hall,USA,California San Luis Obispo County,Cabernet-Sauvignon Cabernet-Franc Petite Sirah,Red,Table,15,17~19,1,2,3,3,82000,2018,750,5,,"이지 드링크 와인 Cabernet-Sauvignon Cabernet-Franc Petite Sirah 레드. 막걸리같은 질감에 떫떠름한 느낌 여운, 많이 비싸지 않은에 편하게.",KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Robert Hall Cabernet-Sauvignon Cabernet-Franc Petite Sirah California San Luis Obispo County 2018는 진판델 감성을 담은 와인다운입니다. 2018 빈티지, 15 도수, 750ml.

첫 인상은 미끌미끌한 느낌가 또렷하고, 텍스처는 막걸리같은로 느껴집니다. 피니시는 씁쓸한, 단맛은 순한 맛 쪽으로 해석할 수 있어요. 그리고 고기랑 어울리는 쪽으로 즐기기 좋아요.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","첫 인상은 미끌미끌한 느낌가 또렷하고, 텍스처는 막걸리같은로 느껴집니다. 피니시는 씁쓸한, 단맛은 순한 맛 쪽으로 해석할 수 있어요. 그리고 고기랑 어울리는 쪽으로 즐기기 좋아요.","버섯 그릴(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta062,"Meo Camuzet, Morey St Denis",Domaine Meo Camuzet 피노 누아 Bourgogne Cote de Nuits 2017,Domaine Meo Camuzet,France,Bourgogne Cote de Nuits,Pinot Noir  ,Red,Table,13~14,10~12,1,4,3,2,155000,2017,750,5,,오늘은 결혼 선물로 적당한 레드. 졸인듯한 느낌의 중심으로 가고 까칠까칠한 맛은 과하지 않아요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"구대륙 생산자의 고기랑 어울리는 와인 Domaine Meo Camuzet 피노 누아 Bourgogne Cote de Nuits 2017. 2017 빈티지, 도수 13~14, 750ml.

입안에서는 농익은/침샘이 자극되는가 중심을 잡고, 마무리는 맛깔스러운 맛이 정돈합니다.
많이 비싸지 않은에 두면 실패 확률이 낮아요. (데일리·대화용)","전체 톤은 잼같은 느낌와 입안이 얼얼한의 균형. 타닌은 무난한 느낌, 단맛은 단맛이 조금 나는 쪽으로 읽힙니다. — 탄닌이 있는 무드로 이해하면 좋아요.","버섯 그릴(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta063,"Duck Pond, Syrah",Duck Pond Cellars 시라 Oregon Eastern Oregon 2011,Duck Pond Cellars,USA,Oregon Eastern Oregon,Syrah&Shiraz Merlot ,Red,Table,13.5,16~18,1,4,4,4,50000,2011,750,5,,많이 비싸지 않은 자리에서 빛나는 시라 레드. 매케한 느낌은 정돈되고 점성이 강한는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Duck Pond Cellars 시라 Oregon Eastern Oregon 2011는 작업주 카테고리에서 이지 드링크 와인 선택지로 좋은 편입니다. 2011 빈티지, 13.5 도수, 750ml.

첫 인상은 입안이 얼얼한가 또렷하고, 텍스처는 포도 원액 느낌로 느껴집니다. 피니시는 달콤쌉쌀한, 단맛은 순한 맛 쪽으로 해석할 수 있어요. 특히 식욕을 증진시키는 상황에 잘 어울립니다.
데일리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","첫 인상은 입안이 얼얼한가 또렷하고, 텍스처는 포도 원액 느낌로 느껴집니다. 피니시는 달콤쌉쌀한, 단맛은 순한 맛 쪽으로 해석할 수 있어요. 특히 식욕을 증진시키는 상황에 잘 어울립니다.","소갈비(토마토 라구), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta064,Chateau du Grand Sud,Groupe Val dOrbieu Cabernet-Sauvignon Carmenere Bordeaux 2017,Groupe Val dOrbieu,France,Bordeaux ,Cabernet-Sauvignon Carmenere ,Red,Table,14~15,16~18,1,3,3,3,35000,2017,750,5,,"무난한 와인 Cabernet-Sauvignon Carmenere 레드. 졸인듯한 느낌의 질감에 씁쓸한 여운, 균형에 편하게.",KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Groupe Val dOrbieu Cabernet-Sauvignon Carmenere Bordeaux 2017는 보르도 감성을 담은 고기랑 어울리는입니다. 2017 빈티지, 14~15 도수, 750ml.

향에서는 밋밋한 와인 인상이 먼저 오고, 입안에서는 시큼한가 균형을 잡습니다. 질감은 졸인듯한 느낌의, 여운은 떫떠름한 느낌 쪽으로 정리돼요. 특히 작업주 상황에 잘 어울립니다.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","향에서는 밋밋한 와인 인상이 먼저 오고, 입안에서는 시큼한가 균형을 잡습니다. 질감은 졸인듯한 느낌의, 여운은 떫떠름한 느낌 쪽으로 정리돼요. 특히 작업주 상황에 잘 어울립니다.","치킨 스테이크(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta065,"Murrieta's, Well Red 'The Spur'",Murrietas Well Petite Sirah Cabernet-Sauvignon Petit Verdot California Alameda County 2016,Murrietas Well,USA,California Alameda County,Petite Sirah Cabernet-Sauvignon Petit Verdot,Red,Table,14~15,16~18,1,3,4,5,140000,2016,750,5,,결혼 선물로 적당한 선택지로 좋은 Petite Sirah Cabernet-Sauvignon Petit Verdot 레드. 찌꺼기가 있는/무게감이 느껴지는 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"와인 입문자에게 적합한의 무난한 선물용 와인 Murrietas Well Petite Sirah Cabernet-Sauvignon Petit Verdot California Alameda County 2016 (2016). 도수 14~15, 750ml.

끈끈한 느낌의 텍스처 위에 시큼한가 살아 있고, 마무리는 혀끝이 조여드는 느낌이 정돈합니다. 순한 맛 뉘앙스는 과하지 않아요. 특히 음식과함께 상황에 잘 어울립니다.
메인음식과 함께 먹는 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","끈끈한 느낌의 텍스처 위에 시큼한가 살아 있고, 마무리는 혀끝이 조여드는 느낌이 정돈합니다. 순한 맛 뉘앙스는 과하지 않아요. 특히 음식과함께 상황에 잘 어울립니다.","양갈비(훈제), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta066,LFE 360 Carignan,Luis Felipe Edwards Carignan Maule Valley 2014,Luis Felipe Edwards,Chile,Maule Valley ,Carignan  ,Red,Table,13~14,10~12,1,3,4,4,120000,2014,750,5,,고급 와인 선택지로 좋은 Carignan 레드. 입술이 오므라드는/끈끈한 느낌의 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Luis Felipe Edwards Carignan Maule Valley 2014는 몬테스알파 감성을 담은 작업주입니다. 2014 빈티지, 13~14 도수, 750ml.

향에서는 음료수같은 와인 인상이 먼저 오고, 입안에서는 산미가 조금 있는가 균형을 잡습니다. 질감은 무게감이 느껴지는, 여운은 달콤쌉쌀한 쪽으로 정리돼요. 특히 작업주 상황에 잘 어울립니다.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","향에서는 음료수같은 와인 인상이 먼저 오고, 입안에서는 산미가 조금 있는가 균형을 잡습니다. 질감은 무게감이 느껴지는, 여운은 달콤쌉쌀한 쪽으로 정리돼요. 특히 작업주 상황에 잘 어울립니다.","로스트 비프(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
